Name,Locus,Genome,Contig,Start,Stop,Protein_ID,Coding_Strand,Proteome_ID,Proteome_Product,Proteome_Gene_Name,Proteome_Species,Proteome_BSR,Name
CBO_2110,GCA-001573935.1-protein2683,GCA_001573935.1,LFPP01000005.1,293654,295702,2683,-1,tr|A5I5I7|A5I5I7_CLOBH,RNA-binding protein KhpB N-terminal domain-containing protein,CBO2753,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_2110
CBO_2111,GCA-001273255.1-protein3345,GCA_001273255.1,LGIK01000054.1,151974,152642,3345,-1,tr|A5HY88|A5HY88_CLOBH,Membrane protein,CBO0195,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2111
CBO_2112,GCA-001273255.1-protein1976,GCA_001273255.1,LGIK01000030.1,133348,134175,1976,1,tr|A5I7P6|A5I7P6_CLOBH,Uncharacterized protein,CBO3520,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_2112
CBO_2113,GCA-001273255.1-protein140,GCA_001273255.1,LGIK01000012.1,139590,140357,140,1,tr|A5I3R9|A5I3R9_CLOBH,"ABC transporter, ATP-binding protein",CBO2147,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_2113
CBO_2114,GCA-001273255.1-protein2145,GCA_001273255.1,LGIK01000043.1,42163,42498,2145,1,tr|A5I7K1|A5I7K1_CLOBH,Large ribosomal subunit protein uL22,rplV,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2114
CBO_2115,GCA-001273255.1-protein1007,GCA_001273255.1,LGIK01000019.1,401419,403899,1007,-1,tr|A5I007|A5I007_CLOBH,Bifunctional protein [include methyl-accepting chemotaxis protein and an extracellular solute-binding protein],CBO0815,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2115
CBO_2116,GCA-001273255.1-protein1948,GCA_001273255.1,LGIK01000030.1,101180,101488,1948,-1,tr|A5I7S4|A5I7S4_CLOBH,Membrane protein,CBO3549,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2116
CBO_2117,GCA-001273255.1-protein1582,GCA_001273255.1,LGIK01000025.1,216669,217103,1582,-1,tr|A5I598|A5I598_CLOBH,Flagellar basal-body rod protein FlgC,flgC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2117
CBO_2118,GCA-001273255.1-protein2006,GCA_001273255.1,LGIK01000034.1,16822,17349,2006,1,tr|A5HYP4|A5HYP4_CLOBH,Phosphatase,CBO0350,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2118
CBO_2119,GCA-001573175.1-protein1771,GCA_001573175.1,LFOK01000026.1,24155,27607,1771,-1,sp|A5HYX0|ADDB_CLOBH,ATP-dependent helicase/deoxyribonuclease subunit B,addB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2119
CBO_2120,GCA-001273255.1-protein2989,GCA_001273255.1,LGIK01000051.1,82954,83718,2989,1,tr|A5I1M3|A5I1M3_CLOBH,"ABC transporter, ATP-binding protein",CBO1391A,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2120
CBO_2121,GCA-001273255.1-protein1711,GCA_001273255.1,LGIK01000026.1,120457,120876,1711,-1,tr|A5I100|A5I100_CLOBH,Thioesterase,CBO1160,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2121
CBO_2122,GCA-001273255.1-protein756,GCA_001273255.1,LGIK01000019.1,117212,117721,756,1,tr|A5HZ74|A5HZ74_CLOBH,Transferase,CBO0530,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2122
CBO_2123,GCA-001273255.1-protein805,GCA_001273255.1,LGIK01000019.1,170185,170682,805,1,tr|A5HZC6|A5HZC6_CLOBH,N-acetyltransferase,CBO0582,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.92,CBO_2123
CBO_2124,GCA-001273255.1-protein2067,GCA_001273255.1,LGIK01000037.1,2270,2956,2067,1,tr|A5I2U1|A5I2U1_CLOBH,Cytochrome C-type biogenesis protein,ccdA2,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2124
CBO_2125,GCA-001273255.1-protein632,GCA_001273255.1,LGIK01000017.1,120143,120829,632,-1,tr|A5I0N5|A5I0N5_CLOBH,DNA alkylation repair protein,CBO1043,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2125
CBO_2126,GCA-001273255.1-protein2252,GCA_001273255.1,LGIK01000043.1,142362,142715,2252,1,tr|A5I795|A5I795_CLOBH,DUF1540 domain-containing protein,CBO3370,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2126
CBO_2127,GCA-001273255.1-protein1330,GCA_001273255.1,LGIK01000023.1,23525,24940,1330,-1,tr|A5HYR1|A5HYR1_CLOBH,Sodium/solute symporter,CBO0367,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2127
CBO_2128,GCA-001273255.1-protein248,GCA_001273255.1,LGIK01000012.1,259512,261005,248,1,tr|A5I3F7|A5I3F7_CLOBH,Transporter,CBO2033,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2128
CBO_2129,GCA-001273255.1-protein3273,GCA_001273255.1,LGIK01000054.1,74671,77292,3273,1,tr|A5HY16|A5HY16_CLOBH,Cyanophycin synthetase,cphA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2129
CBO_2130,GCA-001273255.1-protein2871,GCA_001273255.1,LGIK01000050.1,29609,30928,2871,1,sp|A5I4V0|DER_CLOBH,GTPase Der,der,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2130
CBO_2131,GCA-001273255.1-protein1562,GCA_001273255.1,LGIK01000025.1,198083,199309,1562,-1,tr|A5I578|A5I578_CLOBH,Flagellar biosynthesis protein FlhF,flhF,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2131
CBO_2132,GCA-001273255.1-protein767,GCA_001273255.1,LGIK01000019.1,129753,130988,767,1,tr|A5HZ86|A5HZ86_CLOBH,Xaa-Pro aminopeptidase,pepP,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2132
CBO_2133,GCA-001273255.1-protein1568,GCA_001273255.1,LGIK01000025.1,204784,205305,1568,-1,tr|A5I584|A5I584_CLOBH,Flagellar protein FliL,fliL,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2133
CBO_2134,GCA-001273255.1-protein2016,GCA_001273255.1,LGIK01000035.1,3656,4684,2016,1,tr|A5I5P9|A5I5P9_CLOBH,Ribonucleoside-diphosphate reductase subunit beta,nrdF,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2134
CBO_2135,GCA-001273255.1-protein1694,GCA_001273255.1,LGIK01000026.1,102884,103693,1694,-1,tr|A5I116|A5I116_CLOBH,Zinc transporter,CBO1177,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2135
CBO_2136,GCA-001273255.1-protein541,GCA_001273255.1,LGIK01000017.1,26567,27055,541,1,tr|A5I0E4|A5I0E4_CLOBH,Probable transport protein,CBO0951,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2136
CBO_2137,GCA-001273255.1-protein2675,GCA_001273255.1,LGIK01000049.1,120986,122113,2675,-1,tr|A5I6H8|A5I6H8_CLOBH,Glycosyltransferase,CBO3097,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2137
CBO_2138,GCA-001273255.1-protein721,GCA_001273255.1,LGIK01000019.1,73368,74492,721,1,tr|A5HZ38|A5HZ38_CLOBH,Cytolysin ABC transporter,sagH,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2138
CBO_2139,GCA-001273255.1-protein1669,GCA_001273255.1,LGIK01000026.1,70234,71862,1669,-1,tr|A5I140|A5I140_CLOBH,Beta-amylase,CBO1203,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2139
CBO_2140,GCA-001273255.1-protein2329,GCA_001273255.1,LGIK01000043.1,248722,249945,2329,1,tr|A5I715|A5I715_CLOBH,R-phenyllactate dehydratase medium subunit,fldB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2140
CBO_2141,GCA-001273255.1-protein2230,GCA_001273255.1,LGIK01000043.1,112054,112956,2230,1,tr|A5I7B6|A5I7B6_CLOBH,Membrane protein,CBO3392,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_2141
CBO_2142,GCA-001273255.1-protein275,GCA_001273255.1,LGIK01000012.1,290622,290900,275,1,tr|A5I3C8|A5I3C8_CLOBH,ATP-cone domain-containing protein,CBO2003,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2142
CBO_2143,GCA-001273255.1-protein2550,GCA_001273255.1,LGIK01000049.1,2985,4499,2550,-1,tr|A5I653|A5I653_CLOBH,Membrane protein,CBO2972,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2143
CBO_2144,GCA-001573175.1-protein2024,GCA_001573175.1,LFOK01000003.1,153602,154699,2024,-1,tr|A5I3R3|A5I3R3_CLOBH,Protein CbrA,CBO2141,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.94,CBO_2144
CBO_2145,GCA-001273255.1-protein2985,GCA_001273255.1,LGIK01000051.1,77830,79293,2985,1,tr|A5I1L9|A5I1L9_CLOBH,Cytosol non-specific dipeptidase,CBO1388,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2145
CBO_2146,GCA-001273255.1-protein357,GCA_001273255.1,LGIK01000012.1,392353,392694,357,1,tr|A5I342|A5I342_CLOBH,Uncharacterized protein,CBO1918,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2146
CBO_2147,GCA-001273255.1-protein1747,GCA_001273255.1,LGIK01000028.1,33824,34774,1747,-1,tr|A5I2N0|A5I2N0_CLOBH,Exported protein,CBO1758,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2147
CBO_2148,GCA-001273255.1-protein2812,GCA_001273255.1,LGIK01000005.1,148077,149519,2812,-1,tr|A5I5S4|A5I5S4_CLOBH,"PTS system, N-acetylglucosamine-specific IIabc component",nagE,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2148
CBO_2149,GCA-001273255.1-protein1600,GCA_001273255.1,LGIK01000026.1,4411,5139,1600,-1,tr|A5I1B2|A5I1B2_CLOBH,Membrane protein,CBO1275,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2149
CBO_2150,GCA-001273255.1-protein717,GCA_001273255.1,LGIK01000019.1,69408,70766,717,1,tr|A5HZ34|A5HZ34_CLOBH,Cytolysin-associated protein,sagD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2150
CBO_2151,GCA-001273255.1-protein1623,GCA_001273255.1,LGIK01000026.1,26382,26609,1623,-1,tr|A5I192|A5I192_CLOBH,Glutaredoxin,grxC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2151
CBO_2152,GCA-001273255.1-protein185,GCA_001273255.1,LGIK01000012.1,189181,191805,185,-1,tr|A5I3M4|A5I3M4_CLOBH,Glycosyltransferase,CBO2103,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2152
CBO_2153,GCA-001273255.1-protein2684,GCA_001273255.1,LGIK01000049.1,131953,132699,2684,-1,tr|A5I6I7|A5I6I7_CLOBH,Capsular polysaccharide biosynthesis transferase,CBO3106,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2153
CBO_2154,GCA-001273255.1-protein643,GCA_001273255.1,LGIK01000017.1,133345,134220,643,-1,tr|A5I0P7|A5I0P7_CLOBH,Uncharacterized protein,CBO1054,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2154
CBO_2155,GCA-001573235.1-protein2081,GCA_001573235.1,LFOL01000032.1,17550,18398,2081,-1,tr|A5I5T7|A5I5T7_CLOBH,"Dehydrogenase, FAD binding subunit",CBO2851,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.95,CBO_2155
CBO_2156,GCA-001273255.1-protein1699,GCA_001273255.1,LGIK01000026.1,106833,107681,1699,-1,sp|A5I112|FOLD_CLOBH,Bifunctional protein FolD,folD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2156
CBO_2157,GCA-001273255.1-protein400,GCA_001273255.1,LGIK01000012.1,428414,429640,400,1,tr|A5I2Z9|A5I2Z9_CLOBH,Homoserine dehydrogenase,hom,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2157
CBO_2158,GCA-001573255.1-protein2460,GCA_001573255.1,LFON01000031.1,23065,24894,2460,1,tr|A5I6K5|A5I6K5_CLOBH,Uncharacterized protein,CBO3124,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.94,CBO_2158
CBO_2159,GCA-001273255.1-protein3589,GCA_001273255.1,LGIK01000009.1,20796,21440,3589,-1,tr|A5I0U0|A5I0U0_CLOBH,Metal dependent phosphohydrolase,CBO1098,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_2159
CBO_2160,GCA-001273255.1-protein3359,GCA_001273255.1,LGIK01000054.1,166259,166900,3359,1,tr|A5HYA2|A5HYA2_CLOBH,Endonuclease III,nth,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2160
CBO_2161,GCA-001273255.1-protein746,GCA_001273255.1,LGIK01000019.1,104306,105001,746,-1,tr|A5HZ63|A5HZ63_CLOBH,Uncharacterized protein,CBO0519,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2161
CBO_2162,GCA-001273255.1-protein3160,GCA_001273255.1,LGIK01000051.1,265853,266500,3160,1,tr|A5I240|A5I240_CLOBH,ATP phosphoribosyltransferase,hisG,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2162
CBO_2163,GCA-001273255.1-protein32,GCA_001273255.1,LGIK01000012.1,23601,24557,32,1,sp|A5I427|BIOB_CLOBH,Biotin synthase,bioB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2163
CBO_2164,GCA-001273255.1-protein167,GCA_001273255.1,LGIK01000012.1,170891,171187,167,1,tr|A5I3P2|A5I3P2_CLOBH,Propanediol utilization protein,pduA2,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2164
CBO_2165,GCA-001273255.1-protein2480,GCA_001273255.1,LGIK01000047.1,63435,64205,2480,1,tr|A5I5I3|A5I5I3_CLOBH,protein-glutamate O-methyltransferase,cheR,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2165
CBO_2166,GCA-001273255.1-protein1794,GCA_001273255.1,LGIK01000028.1,90271,91254,1794,-1,tr|A5I2A0|A5I2A0_CLOBH,Pyruvate dehydrogenase E1 component subunit alpha,acoA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2166
CBO_2167,GCA-001273255.1-protein2457,GCA_001273255.1,LGIK01000047.1,30197,30574,2457,1,tr|A5I5K7|A5I5K7_CLOBH,Membrane protein,CBO2771,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2167
CBO_2168,GCA-001273255.1-protein798,GCA_001273255.1,LGIK01000019.1,165186,165887,798,1,tr|A5HZB9|A5HZB9_CLOBH,Stage 0 sporulation protein A homolog,CBO0575,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2168
CBO_2169,GCA-002103825.1-protein1249,GCA_002103825.1,MWIY01000014.1,9548,10480,1249,-1,tr|A5HYV2|A5HYV2_CLOBH,DUF2935 domain-containing protein,CBO0408,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_2169
CBO_2170,GCA-001273255.1-protein2086,GCA_001273255.1,LGIK01000037.1,25727,28525,2086,1,sp|A5I2S2|MUTS_CLOBH,DNA mismatch repair protein MutS,mutS,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2170
CBO_2171,GCA-001273255.1-protein2765,GCA_001273255.1,LGIK01000005.1,80772,81386,2765,-1,tr|A5I5X5|A5I5X5_CLOBH,MobA-like NTP transferase domain-containing protein,CBO2891,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2171
CBO_2172,GCA-001273255.1-protein1588,GCA_001273255.1,LGIK01000025.1,222915,223253,1588,-1,tr|A5I5A6|A5I5A6_CLOBH,Uncharacterized protein,CBO2672,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2172
CBO_2173,GCA-001273255.1-protein1670,GCA_001273255.1,LGIK01000026.1,72533,73978,1670,-1,tr|A5I139|A5I139_CLOBH,6-phospho-beta-glucosidase,CBO1202,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2173
CBO_2174,GCA-001273255.1-protein3370,GCA_001273255.1,LGIK01000054.1,178860,180374,3370,1,tr|A5HYB3|A5HYB3_CLOBH,"ABC-transporter, ATP-binding protein",CBO0220,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2174
CBO_2175,GCA-001273255.1-protein2586,GCA_001273255.1,LGIK01000049.1,39153,39590,2586,-1,sp|A5I689|Y3010_CLOBH,UPF0735 ACT domain-containing protein CBO3010/CLC_2906,CBO3010,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2175
CBO_2176,GCA-001273255.1-protein3614,GCA_001273255.1,LGIK01000009.1,47319,48656,3614,-1,tr|A5I0R4|A5I0R4_CLOBH,Glycerol-3-phosphate transporter,glpT,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2176
CBO_2177,GCA-001573255.1-protein327,GCA_001573255.1,LFON01000010.1,115069,116523,327,-1,tr|A5HXV0|A5HXV0_CLOBH,Lysine decarboxylase,CBO0053,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_2177
CBO_2178,GCA-001273255.1-protein1728,GCA_001273255.1,LGIK01000028.1,13893,14786,1728,1,tr|A5I2P9|A5I2P9_CLOBH,Stage 0 sporulation protein A homolog,cheV,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2178
CBO_2179,GCA-001273255.1-protein3068,GCA_001273255.1,LGIK01000051.1,167745,168020,3068,1,tr|A5I1U6|A5I1U6_CLOBH,Membrane protein,CBO1467,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2179
CBO_2180,GCA-001574355.1-protein1003,GCA_001574355.1,LFQF01000016.1,337947,338459,1003,-1,tr|A5HZS4|A5HZS4_CLOBH,DUF985 domain-containing protein,CBO0731,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.95,CBO_2180
CBO_2181,GCA-001273255.1-protein879,GCA_001273255.1,LGIK01000019.1,254691,255158,879,1,tr|A5HZK6|A5HZK6_CLOBH,Uncharacterized protein,CBO0663,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_2181
CBO_2182,GCA-001273255.1-protein3585,GCA_001273255.1,LGIK01000009.1,15043,15480,3585,-1,tr|A5I0U4|A5I0U4_CLOBH,MarR-family transcriptional regulator,CBO1102,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2182
CBO_2183,GCA-001273255.1-protein1589,GCA_001273255.1,LGIK01000025.1,223276,223620,1589,-1,tr|A5I5A7|A5I5A7_CLOBH,Uncharacterized protein,CBO2673,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2183
CBO_2184,GCA-001273255.1-protein2897,GCA_001273255.1,LGIK01000050.1,58268,58825,2897,1,tr|A5I4S2|A5I4S2_CLOBH,16S rRNA (Guanine(966)-N(2))-methyltransferase RsmD,CBO2495,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2184
CBO_2185,GCA-001573255.1-protein893,GCA_001573255.1,LFON01000016.1,15171,16514,893,-1,tr|A5I5Z3|A5I5Z3_CLOBH,Modulator of ions transport,CBO2909,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_2185
CBO_2186,GCA-001273255.1-protein479,GCA_001273255.1,LGIK01000015.1,20930,21514,479,1,sp|A5I6W1|CLPP_CLOBH,ATP-dependent Clp protease proteolytic subunit,clpP,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2186
CBO_2187,GCA-001273255.1-protein1335,GCA_001273255.1,LGIK01000023.1,29398,30720,1335,1,tr|A5HYQ6|A5HYQ6_CLOBH,cysteine desulfurase,CBO0362,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2187
CBO_2188,GCA-001273255.1-protein2360,GCA_001273255.1,LGIK01000044.1,523,1059,2360,-1,tr|A5I6J6|A5I6J6_CLOBH,Large ribosomal subunit protein bL25,ctc,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2188
CBO_2189,GCA-001273255.1-protein3549,GCA_001273255.1,LGIK01000007.1,13244,13678,3549,1,tr|A5HYT9|A5HYT9_CLOBH,Ferric uptake regulation protein,CBO0395,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.95,CBO_2189
CBO_2190,GCA-001273255.1-protein63,GCA_001273255.1,LGIK01000012.1,55017,55802,63,1,tr|A5I3Z8|A5I3Z8_CLOBH,Chemotaxis MotA protein,CBO2227,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2190
CBO_2191,GCA-001273255.1-protein1618,GCA_001273255.1,LGIK01000026.1,20294,21337,1618,-1,tr|A5I197|A5I197_CLOBH,Glycine reductase complex component b gamma subunit,grdB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2191
CBO_2192,GCA-001273255.1-protein2173,GCA_001273255.1,LGIK01000043.1,56272,57075,2173,1,tr|A5I7H3|A5I7H3_CLOBH,Energy-coupling factor transporter transmembrane protein EcfT,ecfT,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2192
CBO_2193,GCA-001273255.1-protein3481,GCA_001273255.1,LGIK01000054.1,304920,306623,3481,1,tr|A5HYM7|A5HYM7_CLOBH,Signaling protein,CBO0333,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2193
CBO_2194,GCA-001273255.1-protein3259,GCA_001273255.1,LGIK01000054.1,59484,60230,3259,1,tr|A5HY02|A5HY02_CLOBH,PurE domain-containing protein,CBO0105,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2194
CBO_2195,GCA-001574035.1-protein1908,GCA_001574035.1,LFPU01000038.1,750807,752876,1908,-1,tr|A5I298|A5I298_CLOBH,Signal-transduction and transcriptional-control protein,acoR,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.93,CBO_2195
CBO_2196,GCA-001273255.1-protein1674,GCA_001273255.1,LGIK01000026.1,77253,78143,1674,1,tr|A5I135|A5I135_CLOBH,AraC-family transcriptional regulator,CBO1198,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2196
CBO_2197,GCA-001273255.1-protein3295,GCA_001273255.1,LGIK01000054.1,97902,98957,3295,1,tr|A5HY38|A5HY38_CLOBH,Threonylcarbamoyl-AMP synthase,CBO0142,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2197
CBO_2198,GCA-001273255.1-protein297,GCA_001273255.1,LGIK01000012.1,317625,318734,297,-1,tr|A5I3A3|A5I3A3_CLOBH,Spore germination protein,gerAB3,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2198
CBO_2199,GCA-001273255.1-protein49,GCA_001273255.1,LGIK01000012.1,38946,39410,49,1,tr|A5I410|A5I410_CLOBH,MarR family regulatory protein,CBO2241,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_2199
CBO_2200,GCA-001273255.1-protein1569,GCA_001273255.1,LGIK01000025.1,205302,206045,1569,-1,tr|A5I585|A5I585_CLOBH,Chemotaxis MotB protein,motB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2200
CBO_2201,GCA-001273255.1-protein2188,GCA_001273255.1,LGIK01000043.1,72008,72910,2188,1,tr|A5I7F8|A5I7F8_CLOBH,Thioredoxin reductase,trxB3,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.95,CBO_2201
CBO_2202,GCA-001273255.1-protein3311,GCA_001273255.1,LGIK01000054.1,111232,111939,3311,1,tr|A5HY54|A5HY54_CLOBH,Exported protein,CBO0158,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2202
CBO_2203,GCA-001273255.1-protein66,GCA_001273255.1,LGIK01000012.1,57832,58191,66,1,tr|A5I3Z5|A5I3Z5_CLOBH,Dinitrogenase iron-molybdenum cofactor protein,CBO2224,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_2203
CBO_2204,GCA-001573175.1-protein2931,GCA_001573175.1,LFOK01000006.1,1170,3014,2931,-1,tr|A5HZA8|A5HZA8_CLOBH,Spermidine/putrescine transport system permease protein,potCD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2204
CBO_2205,GCA-001273255.1-protein2326,GCA_001273255.1,LGIK01000043.1,245000,246631,2326,1,tr|A5I718|A5I718_CLOBH,CoA-ligase,fldL,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2205
CBO_2206,GCA-001273255.1-protein2362,GCA_001273255.1,LGIK01000044.1,2909,3742,2362,-1,tr|A5I6J8|A5I6J8_CLOBH,Uncharacterized protein,CBO3117,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2206
